Mod:Item:MetaData, Localized Name
gregtech:ore_pyrolusite_0:3, Pyrolusite Ore
gregtech:ore_pyrolusite_0:4, Gravel Pyrolusite Ore
gregtech:ore_pyrolusite_0:5, Pyrolusite Ore
gregtech:ore_pyrolusite_0:6, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:7, End Pyrolusite Ore
gregtech:ore_pyrolusite_0:8, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:9, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:10, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:11, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:12, Marble Pyrolusite Ore
gregtech:ore_pyrolusite_0:13, Basalt Pyrolusite Ore
gregtech:ore_phosphor_0:0, Phosphor Ore
gregtech:ore_phosphor_0:1, Phosphor Ore
gregtech:ore_phosphor_0:2, Phosphor Ore
gregtech:ore_phosphor_0:3, Phosphor Ore
gregtech:ore_phosphor_0:4, Gravel Phosphor Ore
gregtech:ore_phosphor_0:5, Phosphor Ore
gregtech:ore_phosphor_0:6, Nether Phosphor Ore
gregtech:ore_phosphor_0:7, End Phosphor Ore
gregtech:ore_phosphor_0:8, Sand Phosphor Ore
gregtech:ore_phosphor_0:9, Sand Phosphor Ore
gregtech:ore_phosphor_0:10, Granite Phosphor Ore
gregtech:ore_phosphor_0:11, Granite Phosphor Ore
gregtech:ore_phosphor_0:12, Marble Phosphor Ore
gregtech:ore_phosphor_0:13, Basalt Phosphor Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Iron Ore
gregtech:ore_iron_0:2, Iron Ore
gregtech:ore_iron_0:3, Iron Ore
gregtech:ore_iron_0:4, Gravel Iron Ore
gregtech:ore_iron_0:5, Iron Ore
gregtech:ore_iron_0:6, Nether Iron Ore
gregtech:ore_iron_0:7, End Iron Ore
gregtech:ore_iron_0:8, Sand Iron Ore
gregtech:ore_iron_0:9, Sand Iron Ore
gregtech:ore_iron_0:10, Granite Iron Ore
gregtech:ore_iron_0:11, Granite Iron Ore
gregtech:ore_iron_0:12, Marble Iron Ore
gregtech:ore_iron_0:13, Basalt Iron Ore
gregtech:ore_zinc_0:0, Zinc Ore
gregtech:ore_zinc_0:1, Zinc Ore
gregtech:ore_zinc_0:2, Zinc Ore
gregtech:ore_zinc_0:3, Zinc Ore
gregtech:ore_zinc_0:4, Gravel Zinc Ore
gregtech:ore_zinc_0:5, Zinc Ore
gregtech:ore_zinc_0:6, Nether Zinc Ore
gregtech:ore_zinc_0:7, End Zinc Ore
gregtech:ore_zinc_0:8, Sand Zinc Ore
gregtech:ore_zinc_0:9, Sand Zinc Ore
gregtech:ore_zinc_0:10, Granite Zinc Ore
gregtech:ore_zinc_0:11, Granite Zinc Ore
gregtech:ore_zinc_0:12, Marble Zinc Ore
gregtech:ore_zinc_0:13, Basalt Zinc Ore
gregtech:ore_certus_quartz_0:0, Certus Quartz Ore
gregtech:ore_certus_quartz_0:1, Certus Quartz Ore
gregtech:ore_certus_quartz_0:2, Certus Quartz Ore
gregtech:ore_certus_quartz_0:3, Certus Quartz Ore
gregtech:ore_certus_quartz_0:4, Gravel Certus Quartz Ore
gregtech:ore_certus_quartz_0:5, Certus Quartz Ore
gregtech:ore_certus_quartz_0:6, Nether Certus Quartz Ore
gregtech:ore_certus_quartz_0:7, End Certus Quartz Ore
gregtech:ore_certus_quartz_0:8, Sand Certus Quartz Ore
gregtech:ore_certus_quartz_0:9, Sand Certus Quartz Ore
gregtech:ore_certus_quartz_0:10, Granite Certus Quartz Ore
gregtech:ore_certus_quartz_0:11, Granite Certus Quartz Ore
gregtech:ore_certus_quartz_0:12, Marble Certus Quartz Ore
gregtech:ore_certus_quartz_0:13, Basalt Certus Quartz Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Graphite Ore
gregtech:ore_graphite_0:2, Graphite Ore
gregtech:ore_graphite_0:3, Graphite Ore
gregtech:ore_graphite_0:4, Gravel Graphite Ore
gregtech:ore_graphite_0:5, Graphite Ore
gregtech:ore_graphite_0:6, Nether Graphite Ore
gregtech:ore_graphite_0:7, End Graphite Ore
gregtech:ore_graphite_0:8, Sand Graphite Ore
gregtech:ore_graphite_0:9, Sand Graphite Ore
gregtech:ore_graphite_0:10, Granite Graphite Ore
gregtech:ore_graphite_0:11, Granite Graphite Ore
gregtech:ore_graphite_0:12, Marble Graphite Ore
gregtech:ore_graphite_0:13, Basalt Graphite Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Lepidolite Ore
gregtech:ore_lepidolite_0:2, Lepidolite Ore
gregtech:ore_lepidolite_0:3, Lepidolite Ore
gregtech:ore_lepidolite_0:4, Gravel Lepidolite Ore
gregtech:ore_lepidolite_0:5, Lepidolite Ore
gregtech:ore_lepidolite_0:6, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:7, End Lepidolite Ore
gregtech:ore_lepidolite_0:8, Sand Lepidolite Ore
gregtech:ore_lepidolite_0:9, Sand Lepidolite Ore
gregtech:ore_lepidolite_0:10, Granite Lepidolite Ore
gregtech:ore_lepidolite_0:11, Granite Lepidolite Ore
gregtech:ore_lepidolite_0:12, Marble Lepidolite Ore
gregtech:ore_lepidolite_0:13, Basalt Lepidolite Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Gold Ore
gregtech:ore_gold_0:2, Gold Ore
gregtech:ore_gold_0:3, Gold Ore
gregtech:ore_gold_0:4, Gravel Gold Ore
gregtech:ore_gold_0:5, Gold Ore
gregtech:ore_gold_0:6, Nether Gold Ore
gregtech:ore_gold_0:7, End Gold Ore
gregtech:ore_gold_0:8, Sand Gold Ore
gregtech:ore_gold_0:9, Sand Gold Ore
gregtech:ore_gold_0:10, Granite Gold Ore
gregtech:ore_gold_0:11, Granite Gold Ore
gregtech:ore_gold_0:12, Marble Gold Ore
gregtech:ore_gold_0:13, Basalt Gold Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Olivine Ore
gregtech:ore_olivine_0:2, Olivine Ore
gregtech:ore_olivine_0:3, Olivine Ore
gregtech:ore_olivine_0:4, Gravel Olivine Ore
gregtech:ore_olivine_0:5, Olivine Ore
gregtech:ore_olivine_0:6, Nether Olivine Ore
gregtech:ore_olivine_0:7, End Olivine Ore
gregtech:ore_olivine_0:8, Sand Olivine Ore
gregtech:ore_olivine_0:9, Sand Olivine Ore
gregtech:ore_olivine_0:10, Granite Olivine Ore
gregtech:ore_olivine_0:11, Granite Olivine Ore
gregtech:ore_olivine_0:12, Marble Olivine Ore
gregtech:ore_olivine_0:13, Basalt Olivine Ore
gregtech:ore_talc_0:0, Talc Ore
gregtech:ore_talc_0:1, Talc Ore
gregtech:ore_talc_0:2, Talc Ore
gregtech:ore_talc_0:3, Talc Ore
gregtech:ore_talc_0:4, Gravel Talc Ore
gregtech:ore_talc_0:5, Talc Ore
gregtech:ore_talc_0:6, Nether Talc Ore
gregtech:ore_talc_0:7, End Talc Ore
gregtech:ore_talc_0:8, Sand Talc Ore
gregtech:ore_talc_0:9, Sand Talc Ore
gregtech:ore_talc_0:10, Granite Talc Ore
gregtech:ore_talc_0:11, Granite Talc Ore
gregtech:ore_talc_0:12, Marble Talc Ore
gregtech:ore_talc_0:13, Basalt Talc Ore
gregtech:ore_lignite_0:0, Lignite Coal Ore
gregtech:ore_lignite_0:1, Lignite Coal Ore
gregtech:ore_lignite_0:2, Lignite Coal Ore
gregtech:ore_lignite_0:3, Lignite Coal Ore
gregtech:ore_lignite_0:4, Gravel Lignite Coal Ore
gregtech:ore_lignite_0:5, Lignite Coal Ore
gregtech:ore_lignite_0:6, Nether Lignite Coal Ore
gregtech:ore_lignite_0:7, End Lignite Coal Ore
gregtech:ore_lignite_0:8, Sand Lignite Coal Ore
gregtech:ore_lignite_0:9, Sand Lignite Coal Ore
gregtech:ore_lignite_0:10, Granite Lignite Coal Ore
gregtech:ore_lignite_0:11, Granite Lignite Coal Ore
gregtech:ore_lignite_0:12, Marble Lignite Coal Ore
gregtech:ore_lignite_0:13, Basalt Lignite Coal Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Bastnasite Ore
gregtech:ore_bastnasite_0:2, Bastnasite Ore
gregtech:ore_bastnasite_0:3, Bastnasite Ore
gregtech:ore_bastnasite_0:4, Gravel Bastnasite Ore
gregtech:ore_bastnasite_0:5, Bastnasite Ore
gregtech:ore_bastnasite_0:6, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:7, End Bastnasite Ore
gregtech:ore_bastnasite_0:8, Sand Bastnasite Ore
gregtech:ore_bastnasite_0:9, Sand Bastnasite Ore
gregtech:ore_bastnasite_0:10, Granite Bastnasite Ore
gregtech:ore_bastnasite_0:11, Granite Bastnasite Ore
gregtech:ore_bastnasite_0:12, Marble Bastnasite Ore
gregtech:ore_bastnasite_0:13, Basalt Bastnasite Ore
gregtech:ore_diamond_0:0, Diamond Ore
gregtech:ore_diamond_0:1, Diamond Ore
gregtech:ore_diamond_0:2, Diamond Ore
gregtech:ore_diamond_0:3, Diamond Ore
gregtech:ore_diamond_0:4, Gravel Diamond Ore
gregtech:ore_diamond_0:5, Diamond Ore
gregtech:ore_diamond_0:6, Nether Diamond Ore
gregtech:ore_diamond_0:7, End Diamond Ore
gregtech:ore_diamond_0:8, Sand Diamond Ore
gregtech:ore_diamond_0:9, Sand Diamond Ore
gregtech:ore_diamond_0:10, Granite Diamond Ore
gregtech:ore_diamond_0:11, Granite Diamond Ore
gregtech:ore_diamond_0:12, Marble Diamond Ore
gregtech:ore_diamond_0:13, Basalt Diamond Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Beryllium Ore
gregtech:ore_beryllium_0:2, Beryllium Ore
gregtech:ore_beryllium_0:3, Beryllium Ore
gregtech:ore_beryllium_0:4, Gravel Beryllium Ore
gregtech:ore_beryllium_0:5, Beryllium Ore
gregtech:ore_beryllium_0:6, Nether Beryllium Ore
gregtech:ore_beryllium_0:7, End Beryllium Ore
gregtech:ore_beryllium_0:8, Sand Beryllium Ore
gregtech:ore_beryllium_0:9, Sand Beryllium Ore
gregtech:ore_beryllium_0:10, Granite Beryllium Ore
gregtech:ore_beryllium_0:11, Granite Beryllium Ore
gregtech:ore_beryllium_0:12, Marble Beryllium Ore
gregtech:ore_beryllium_0:13, Basalt Beryllium Ore
gregtech:ore_lazurite_0:0, Lazurite Ore
gregtech:ore_lazurite_0:1, Lazurite Ore
gregtech:ore_lazurite_0:2, Lazurite Ore
gregtech:ore_lazurite_0:3, Lazurite Ore
gregtech:ore_lazurite_0:4, Gravel Lazurite Ore
gregtech:ore_lazurite_0:5, Lazurite Ore
gregtech:ore_lazurite_0:6, Nether Lazurite Ore
gregtech:ore_lazurite_0:7, End Lazurite Ore
gregtech:ore_lazurite_0:8, Sand Lazurite Ore
gregtech:ore_lazurite_0:9, Sand Lazurite Ore
gregtech:ore_lazurite_0:10, Granite Lazurite Ore
gregtech:ore_lazurite_0:11, Granite Lazurite Ore
gregtech:ore_lazurite_0:12, Marble Lazurite Ore
gregtech:ore_lazurite_0:13, Basalt Lazurite Ore
gregtech:ore_tanzanite_0:0, Tanzanite Ore
gregtech:ore_tanzanite_0:1, Tanzanite Ore
gregtech:ore_tanzanite_0:2, Tanzanite Ore
gregtech:ore_tanzanite_0:3, Tanzanite Ore
gregtech:ore_tanzanite_0:4, Gravel Tanzanite Ore
gregtech:ore_tanzanite_0:5, Tanzanite Ore
gregtech:ore_tanzanite_0:6, Nether Tanzanite Ore
gregtech:ore_tanzanite_0:7, End Tanzanite Ore
gregtech:ore_tanzanite_0:8, Sand Tanzanite Ore
gregtech:ore_tanzanite_0:9, Sand Tanzanite Ore
gregtech:ore_tanzanite_0:10, Granite Tanzanite Ore
gregtech:ore_tanzanite_0:11, Granite Tanzanite Ore
gregtech:ore_tanzanite_0:12, Marble Tanzanite Ore
gregtech:ore_tanzanite_0:13, Basalt Tanzanite Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:3, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:4, Gravel Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:5, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:6, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:7, End Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:8, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:9, Sand Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:10, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:11, Granite Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:12, Marble Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:13, Basalt Chalcopyrite Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Sulfur Ore
gregtech:ore_sulfur_0:2, Sulfur Ore
gregtech:ore_sulfur_0:3, Sulfur Ore
gregtech:ore_sulfur_0:4, Gravel Sulfur Ore
gregtech:ore_sulfur_0:5, Sulfur Ore
gregtech:ore_sulfur_0:6, Nether Sulfur Ore
gregtech:ore_sulfur_0:7, End Sulfur Ore
gregtech:ore_sulfur_0:8, Sand Sulfur Ore
gregtech:ore_sulfur_0:9, Sand Sulfur Ore
gregtech:ore_sulfur_0:10, Granite Sulfur Ore
gregtech:ore_sulfur_0:11, Granite Sulfur Ore
gregtech:ore_sulfur_0:12, Marble Sulfur Ore
gregtech:ore_sulfur_0:13, Basalt Sulfur Ore
gregtech:ore_cooperite_0:0, Sheldonite Ore
gregtech:ore_cooperite_0:1, Sheldonite Ore
gregtech:ore_cooperite_0:2, Sheldonite Ore
gregtech:ore_cooperite_0:3, Sheldonite Ore
gregtech:ore_cooperite_0:4, Gravel Sheldonite Ore
gregtech:ore_cooperite_0:5, Sheldonite Ore
gregtech:ore_cooperite_0:6, Nether Sheldonite Ore
gregtech:ore_cooperite_0:7, End Sheldonite Ore
gregtech:ore_cooperite_0:8, Sand Sheldonite Ore
gregtech:ore_cooperite_0:9, Sand Sheldonite Ore
gregtech:ore_cooperite_0:10, Granite Sheldonite Ore
gregtech:ore_cooperite_0:11, Granite Sheldonite Ore
gregtech:ore_cooperite_0:12, Marble Sheldonite Ore
gregtech:ore_cooperite_0:13, Basalt Sheldonite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, Nether Quartz Ore
gregtech:ore_nether_quartz_0:3, Nether Quartz Ore
gregtech:ore_nether_quartz_0:4, Gravel Nether Quartz Ore
gregtech:ore_nether_quartz_0:5, Nether Quartz Ore
gregtech:ore_nether_quartz_0:6, Nether Nether Quartz Ore
gregtech:ore_nether_quartz_0:7, End Nether Quartz Ore
gregtech:ore_nether_quartz_0:8, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:9, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:10, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:11, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:12, Marble Nether Quartz Ore
gregtech:ore_nether_quartz_0:13, Basalt Nether Quartz Ore
gregtech:ore_cobalt_0:0, Cobalt Ore
gregtech:ore_cobalt_0:1, Cobalt Ore
gregtech:ore_cobalt_0:2, Cobalt Ore
gregtech:ore_cobalt_0:3, Cobalt Ore
gregtech:ore_cobalt_0:4, Gravel Cobalt Ore
gregtech:ore_cobalt_0:5, Cobalt Ore
gregtech:ore_cobalt_0:6, Nether Cobalt Ore
gregtech:ore_cobalt_0:7, End Cobalt Ore
gregtech:ore_cobalt_0:8, Sand Cobalt Ore
gregtech:ore_cobalt_0:9, Sand Cobalt Ore
gregtech:ore_cobalt_0:10, Granite Cobalt Ore
gregtech:ore_cobalt_0:11, Granite Cobalt Ore
gregtech:ore_cobalt_0:12, Marble Cobalt Ore
gregtech:ore_cobalt_0:13, Basalt Cobalt Ore
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Rock Salt Ore
gregtech:ore_rock_salt_0:2, Rock Salt Ore
gregtech:ore_rock_salt_0:3, Rock Salt Ore
gregtech:ore_rock_salt_0:4, Gravel Rock Salt Ore
gregtech:ore_rock_salt_0:5, Rock Salt Ore
gregtech:ore_rock_salt_0:6, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:7, End Rock Salt Ore
gregtech:ore_rock_salt_0:8, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:9, Sand Rock Salt Ore
gregtech:ore_rock_salt_0:10, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:11, Granite Rock Salt Ore
gregtech:ore_rock_salt_0:12, Marble Rock Salt Ore
gregtech:ore_rock_salt_0:13, Basalt Rock Salt Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Uraninite Ore
gregtech:ore_uraninite_0:2, Uraninite Ore
gregtech:ore_uraninite_0:3, Uraninite Ore
gregtech:ore_uraninite_0:4, Gravel Uraninite Ore
gregtech:ore_uraninite_0:5, Uraninite Ore
gregtech:ore_uraninite_0:6, Nether Uraninite Ore
gregtech:ore_uraninite_0:7, End Uraninite Ore
gregtech:ore_uraninite_0:8, Sand Uraninite Ore
gregtech:ore_uraninite_0:9, Sand Uraninite Ore
gregtech:ore_uraninite_0:10, Granite Uraninite Ore
gregtech:ore_uraninite_0:11, Granite Uraninite Ore
gregtech:ore_uraninite_0:12, Marble Uraninite Ore
gregtech:ore_uraninite_0:13, Basalt Uraninite Ore
gregtech:ore_molybdenite_0:0, Molybdenite Ore
gregtech:ore_molybdenite_0:1, Molybdenite Ore
gregtech:ore_molybdenite_0:2, Molybdenite Ore
gregtech:ore_molybdenite_0:3, Molybdenite Ore
gregtech:ore_molybdenite_0:4, Gravel Molybdenite Ore
gregtech:ore_molybdenite_0:5, Molybdenite Ore
gregtech:ore_molybdenite_0:6, Nether Molybdenite Ore
gregtech:ore_molybdenite_0:7, End Molybdenite Ore
gregtech:ore_molybdenite_0:8, Sand Molybdenite Ore
gregtech:ore_molybdenite_0:9, Sand Molybdenite Ore
gregtech:ore_molybdenite_0:10, Granite Molybdenite Ore
gregtech:ore_molybdenite_0:11, Granite Molybdenite Ore
gregtech:ore_molybdenite_0:12, Marble Molybdenite Ore
gregtech:ore_molybdenite_0:13, Basalt Molybdenite Ore
gregtech:ore_cinnabar_0:0, Cinnabar Ore
gregtech:ore_cinnabar_0:1, Cinnabar Ore
gregtech:ore_cinnabar_0:2, Cinnabar Ore
gregtech:ore_cinnabar_0:3, Cinnabar Ore
gregtech:ore_cinnabar_0:4, Gravel Cinnabar Ore
gregtech:ore_cinnabar_0:5, Cinnabar Ore
gregtech:ore_cinnabar_0:6, Nether Cinnabar Ore
gregtech:ore_cinnabar_0:7, End Cinnabar Ore
gregtech:ore_cinnabar_0:8, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:9, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:10, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:11, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:12, Marble Cinnabar Ore
gregtech:ore_cinnabar_0:13, Basalt Cinnabar Ore
gregtech:ore_opal_0:0, Opal Ore
gregtech:ore_opal_0:1, Opal Ore
gregtech:ore_opal_0:2, Opal Ore
gregtech:ore_opal_0:3, Opal Ore
gregtech:ore_opal_0:4, Gravel Opal Ore
gregtech:ore_opal_0:5, Opal Ore
gregtech:ore_opal_0:6, Nether Opal Ore
gregtech:ore_opal_0:7, End Opal Ore
gregtech:ore_opal_0:8, Sand Opal Ore
gregtech:ore_opal_0:9, Sand Opal Ore
gregtech:ore_opal_0:10, Granite Opal Ore
gregtech:ore_opal_0:11, Granite Opal Ore
gregtech:ore_opal_0:12, Marble Opal Ore
gregtech:ore_opal_0:13, Basalt Opal Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Malachite Ore
gregtech:ore_malachite_0:2, Malachite Ore
gregtech:ore_malachite_0:3, Malachite Ore
gregtech:ore_malachite_0:4, Gravel Malachite Ore
gregtech:ore_malachite_0:5, Malachite Ore
gregtech:ore_malachite_0:6, Nether Malachite Ore
gregtech:ore_malachite_0:7, End Malachite Ore
gregtech:ore_malachite_0:8, Sand Malachite Ore
gregtech:ore_malachite_0:9, Sand Malachite Ore
gregtech:ore_malachite_0:10, Granite Malachite Ore
gregtech:ore_malachite_0:11, Granite Malachite Ore
gregtech:ore_malachite_0:12, Marble Malachite Ore
gregtech:ore_malachite_0:13, Basalt Malachite Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Soapstone Ore
gregtech:ore_soapstone_0:2, Soapstone Ore
gregtech:ore_soapstone_0:3, Soapstone Ore
gregtech:ore_soapstone_0:4, Gravel Soapstone Ore
gregtech:ore_soapstone_0:5, Soapstone Ore
gregtech:ore_soapstone_0:6, Nether Soapstone Ore
gregtech:ore_soapstone_0:7, End Soapstone Ore
gregtech:ore_soapstone_0:8, Sand Soapstone Ore
gregtech:ore_soapstone_0:9, Sand Soapstone Ore
gregtech:ore_soapstone_0:10, Granite Soapstone Ore
gregtech:ore_soapstone_0:11, Granite Soapstone Ore
gregtech:ore_soapstone_0:12, Marble Soapstone Ore
gregtech:ore_soapstone_0:13, Basalt Soapstone Ore
gregtech:ore_almandine_0:0, Almandine Ore
gregtech:ore_almandine_0:1, Almandine Ore
gregtech:ore_almandine_0:2, Almandine Ore
gregtech:ore_almandine_0:3, Almandine Ore
gregtech:ore_almandine_0:4, Gravel Almandine Ore
gregtech:ore_almandine_0:5, Almandine Ore
gregtech:ore_almandine_0:6, Nether Almandine Ore
gregtech:ore_almandine_0:7, End Almandine Ore
gregtech:ore_almandine_0:8, Sand Almandine Ore
gregtech:ore_almandine_0:9, Sand Almandine Ore
gregtech:ore_almandine_0:10, Granite Almandine Ore
gregtech:ore_almandine_0:11, Granite Almandine Ore
gregtech:ore_almandine_0:12, Marble Almandine Ore
gregtech:ore_almandine_0:13, Basalt Almandine Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Spessartine Ore
gregtech:ore_spessartine_0:2, Spessartine Ore
gregtech:ore_spessartine_0:3, Spessartine Ore
gregtech:ore_spessartine_0:4, Gravel Spessartine Ore
gregtech:ore_spessartine_0:5, Spessartine Ore
gregtech:ore_spessartine_0:6, Nether Spessartine Ore
gregtech:ore_spessartine_0:7, End Spessartine Ore
gregtech:ore_spessartine_0:8, Sand Spessartine Ore
gregtech:ore_spessartine_0:9, Sand Spessartine Ore
gregtech:ore_spessartine_0:10, Granite Spessartine Ore
gregtech:ore_spessartine_0:11, Granite Spessartine Ore
gregtech:ore_spessartine_0:12, Marble Spessartine Ore
gregtech:ore_spessartine_0:13, Basalt Spessartine Ore
gregtech:ore_pitchblende_0:0, Pitchblende Ore
gregtech:ore_pitchblende_0:1, Pitchblende Ore
gregtech:ore_pitchblende_0:2, Pitchblende Ore
gregtech:ore_pitchblende_0:3, Pitchblende Ore
gregtech:ore_pitchblende_0:4, Gravel Pitchblende Ore
gregtech:ore_pitchblende_0:5, Pitchblende Ore
gregtech:ore_pitchblende_0:6, Nether Pitchblende Ore
gregtech:ore_pitchblende_0:7, End Pitchblende Ore
gregtech:ore_pitchblende_0:8, Sand Pitchblende Ore
gregtech:ore_pitchblende_0:9, Sand Pitchblende Ore
gregtech:ore_pitchblende_0:10, Granite Pitchblende Ore
gregtech:ore_pitchblende_0:11, Granite Pitchblende Ore
gregtech:ore_pitchblende_0:12, Marble Pitchblende Ore
gregtech:ore_pitchblende_0:13, Basalt Pitchblende Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Naquadah Ore
gregtech:ore_naquadah_0:2, Naquadah Ore
gregtech:ore_naquadah_0:3, Naquadah Ore
gregtech:ore_naquadah_0:4, Gravel Naquadah Ore
gregtech:ore_naquadah_0:5, Naquadah Ore
gregtech:ore_naquadah_0:6, Nether Naquadah Ore
gregtech:ore_naquadah_0:7, End Naquadah Ore
gregtech:ore_naquadah_0:8, Sand Naquadah Ore
gregtech:ore_naquadah_0:9, Sand Naquadah Ore
gregtech:ore_naquadah_0:10, Granite Naquadah Ore
gregtech:ore_naquadah_0:11, Granite Naquadah Ore
gregtech:ore_naquadah_0:12, Marble Naquadah Ore
gregtech:ore_naquadah_0:13, Basalt Naquadah Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Lead Ore
gregtech:ore_lead_0:2, Lead Ore
gregtech:ore_lead_0:3, Lead Ore
gregtech:ore_lead_0:4, Gravel Lead Ore
gregtech:ore_lead_0:5, Lead Ore
gregtech:ore_lead_0:6, Nether Lead Ore
gregtech:ore_lead_0:7, End Lead Ore
gregtech:ore_lead_0:8, Sand Lead Ore
gregtech:ore_lead_0:9, Sand Lead Ore
gregtech:ore_lead_0:10, Granite Lead Ore
gregtech:ore_lead_0:11, Granite Lead Ore
gregtech:ore_lead_0:12, Marble Lead Ore
gregtech:ore_lead_0:13, Basalt Lead Ore
gregtech:ore_calcite_0:0, Calcite Ore
gregtech:ore_calcite_0:1, Calcite Ore
gregtech:ore_calcite_0:2, Calcite Ore
gregtech:ore_calcite_0:3, Calcite Ore
gregtech:ore_calcite_0:4, Gravel Calcite Ore
gregtech:ore_calcite_0:5, Calcite Ore
gregtech:ore_calcite_0:6, Nether Calcite Ore
gregtech:ore_calcite_0:7, End Calcite Ore
gregtech:ore_calcite_0:8, Sand Calcite Ore
gregtech:ore_calcite_0:9, Sand Calcite Ore
gregtech:ore_calcite_0:10, Granite Calcite Ore
gregtech:ore_calcite_0:11, Granite Calcite Ore
gregtech:ore_calcite_0:12, Marble Calcite Ore
gregtech:ore_calcite_0:13, Basalt Calcite Ore
gregtech:ore_pyrope_0:0, Pyrope Ore
gregtech:ore_pyrope_0:1, Pyrope Ore
gregtech:ore_pyrope_0:2, Pyrope Ore
gregtech:ore_pyrope_0:3, Pyrope Ore
gregtech:ore_pyrope_0:4, Gravel Pyrope Ore
gregtech:ore_pyrope_0:5, Pyrope Ore
gregtech:ore_pyrope_0:6, Nether Pyrope Ore
gregtech:ore_pyrope_0:7, End Pyrope Ore
gregtech:ore_pyrope_0:8, Sand Pyrope Ore
gregtech:ore_pyrope_0:9, Sand Pyrope Ore
gregtech:ore_pyrope_0:10, Granite Pyrope Ore
gregtech:ore_pyrope_0:11, Granite Pyrope Ore
gregtech:ore_pyrope_0:12, Marble Pyrope Ore
gregtech:ore_pyrope_0:13, Basalt Pyrope Ore
gregtech:ore_iridium_0:0, Iridium Ore
gregtech:ore_iridium_0:1, Iridium Ore
gregtech:ore_iridium_0:2, Iridium Ore
gregtech:ore_iridium_0:3, Iridium Ore
gregtech:ore_iridium_0:4, Gravel Iridium Ore
gregtech:ore_iridium_0:5, Iridium Ore
gregtech:ore_iridium_0:6, Nether Iridium Ore
gregtech:ore_iridium_0:7, End Iridium Ore
gregtech:ore_iridium_0:8, Sand Iridium Ore
gregtech:ore_iridium_0:9, Sand Iridium Ore
gregtech:ore_iridium_0:10, Granite Iridium Ore
